life,LMP,Temperature,Stress,C,Si,Mn,P,S,Cr,Mo,W,Ni,Cu,V,Nb,N,Al,O,N_T,N_Time,CR_N,T_T,T_Time
90,35545.23304,923,124,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
506,36237.39814,923,102,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
2147,36816.74819,923,90,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
5714,37209.12305,923,77,0.09,0.2,0.56,0.021,0.01,8.63,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,1,1023,2
8940,33337.78774,823,229,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
7510,33275.48863,823,243,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
2110,32821.72142,823,256,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
592,32367.45772,823,256,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
10910,35438.67309,873,160,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
4236,35079.98463,873,177,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
1190,34598.60458,873,192,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
11756,37498.3168,923,95,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
3221,36979.34265,923,115,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
2450,36869.6675,923,115,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
1051,36530.40652,923,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
1251,36600.23571,923,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
1645,36709.98834,923,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
485,36220.40683,923,140,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
1645,32732.7415,823,240,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
2916,32937.35709,823,230,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
219,33956.8598,873,189,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
905,34494.80629,873,174,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
4343,35089.4426,873,161,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
83,35512.77629,923,139,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
578,36290.7266,923,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
1772,36739.79922,923,113,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
8506,37368.60373,923,94,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.01,1338,2,1,1043,2
2110,32821.72142,823,229,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
1190,32617.01211,823,241,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
550,32341.15545,823,256,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
9876,35400.92137,873,159,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
2844,34928.93262,873,175,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
408,34192.75841,873,187,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
154,35760.54883,923,140,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
1489,36670.04901,923,124,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
2845,36929.58514,923,115,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
5855,37218.89454,923,94,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
564,32350.13966,823,261,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
2331,32857.32425,823,239,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
5571,33168.73995,823,230,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
485,34258.30462,873,185,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
1654,34723.43358,873,173,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
6468,35240.4543,873,159,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
54,35340.46665,923,183,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
1526,36679.88804,923,113,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
498,36231.00989,923,124,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
5711,37208.91253,923,95,0.12,0.05,0.64,0.016,0.001,10.61,0.44,1.87,0.32,0.86,0.21,0.05,0.064,0.022,0.01,1338,2,1,1043,2
8.3,32716.00726,873,223,0.09,0.021,0.56,0.009,0.009,8.36,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,2,1023,2
223,33963.72223,873,200,0.09,0.021,0.56,0.009,0.009,8.36,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,2,1023,2
293,34067.22752,873,173,0.09,0.021,0.56,0.009,0.009,8.36,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,2,1023,2
1162,34589.57703,873,148,0.09,0.021,0.56,0.009,0.009,8.36,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,2,1023,2
2420,34867.7229,873,138,0.09,0.021,0.56,0.009,0.009,8.36,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,2,1023,2
6053,35215.31248,873,123,0.09,0.021,0.56,0.009,0.009,8.36,0.86,0.01,0.46,0.05,0.2,0.06,0.065,0.007,0.01,1333,1,2,1023,2
165,36175.94275,933,125,0.11,0.02,0.56,0.013,0.001,11,0.42,1.94,0.32,0.87,0.19,0.05,0.053,0.012,0.01,1323,1,1,1043,3
1370,36636.66029,923,125,0.11,0.02,0.56,0.013,0.001,11,0.42,1.94,0.32,0.87,0.19,0.05,0.053,0.012,0.01,1323,1,1,1043,3
2038,36397.2076,913,125,0.11,0.02,0.56,0.013,0.001,11,0.42,1.94,0.32,0.87,0.19,0.05,0.053,0.012,0.01,1323,1,1,1043,3
4404,36300.73528,903,125,0.11,0.02,0.56,0.013,0.001,11,0.42,1.94,0.32,0.87,0.19,0.05,0.053,0.012,0.01,1323,1,1,1043,3
8403,36351.7017,898,125,0.11,0.02,0.56,0.013,0.001,11,0.42,1.94,0.32,0.87,0.19,0.05,0.053,0.012,0.01,1323,1,1,1043,3
328,36454.34053,933,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.005,1338,2,1,1043,2
1025,36520.36534,923,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.005,1338,2,1,1043,2
2387,36459.88344,913,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.005,1338,2,1,1043,2
7070,36486.36689,903,125,0.106,0.04,0.46,0.008,0.001,8.96,0.47,1.84,0.06,0.05,0.2,0.069,0.051,0.007,0.005,1338,2,1,1043,2
141,36189.66271,935,102,0.095,0.42,0.32,0.009,0.002,8.31,0.93,0.01,0.13,0.075,0.195,0.073,0.056,0.015,0.003,1313,1,1,1033,1
192,36276.18988,934,102,0.095,0.42,0.32,0.009,0.002,8.31,0.93,0.01,0.13,0.075,0.195,0.073,0.056,0.015,0.003,1313,1,1,1033,1
510,36122.76286,920,102,0.095,0.42,0.32,0.009,0.002,8.31,0.93,0.01,0.13,0.075,0.195,0.073,0.056,0.015,0.003,1313,1,1,1033,1
1122,36160.54766,913,102,0.095,0.42,0.32,0.009,0.002,8.31,0.93,0.01,0.13,0.075,0.195,0.073,0.056,0.015,0.003,1313,1,1,1033,1
1385,36005.86131,907,102,0.095,0.42,0.32,0.009,0.002,8.31,0.93,0.01,0.13,0.075,0.195,0.073,0.056,0.015,0.003,1313,1,1,1033,1
1745,36096.87482,907,102,0.095,0.42,0.32,0.009,0.002,8.31,0.93,0.01,0.13,0.075,0.195,0.073,0.056,0.015,0.003,1313,1,1,1033,1
3350,36073.21258,900,102,0.095,0.42,0.32,0.009,0.002,8.31,0.93,0.01,0.13,0.075,0.195,0.073,0.056,0.015,0.003,1313,1,1,1033,1
5512,35623.08875,884,140,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
4187,35758.60286,890,140,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
1426,35858.51109,903,140,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
1243,36082.204,910,140,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
485,36220.40683,923,140,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
2113,32822.22924,823,250,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
15688,33538.78908,823,231,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
6621,35249.31838,873,160,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
1445,34672.21671,873,193,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
1065,36535.7109,923,122,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
625,38289.67359,973,72,0.11,0.04,0.52,0.009,0.02,11.3,0.53,1.75,0.98,0.05,0.19,0.09,0.09,0.004,0.01,1353,1,1,1033,1
2011,35475.14597,890,140,0.12,0.05,0.58,0.006,0.005,11.26,0.49,1.79,0.74,0.05,0.2,0.075,0.049,0.004,0.01,1353,1,1,1043,2
597,35517.04598,903,140,0.12,0.05,0.58,0.006,0.005,11.26,0.49,1.79,0.74,0.05,0.2,0.075,0.049,0.004,0.01,1353,1,1,1043,2
218,35394.23068,910,140,0.12,0.05,0.58,0.006,0.005,11.26,0.49,1.79,0.74,0.05,0.2,0.075,0.049,0.004,0.01,1353,1,1,1043,2
31,35117.99405,923,140,0.12,0.05,0.58,0.006,0.005,11.26,0.49,1.79,0.74,0.05,0.2,0.075,0.049,0.004,0.01,1353,1,1,1043,2
292,32114.84704,823,254,0.12,0.05,0.58,0.006,0.005,11.26,0.49,1.79,0.74,0.05,0.2,0.075,0.049,0.004,0.01,1353,1,1,1043,2
129,33756.1969,873,190,0.12,0.05,0.58,0.006,0.005,11.26,0.49,1.79,0.74,0.05,0.2,0.075,0.049,0.004,0.01,1353,1,1,1043,2
323,38010.73639,973,74,0.12,0.05,0.58,0.006,0.005,11.26,0.49,1.79,0.74,0.05,0.2,0.075,0.049,0.004,0.01,1353,1,1,1043,2
37,35188.9174,923,140,0.13,0.04,0.55,0.005,0.004,11.07,0.05,1.87,0.75,0.05,0.2,0.08,0.046,0.003,0.01,1353,1,1,1043,2
125,35174.42339,910,140,0.13,0.04,0.55,0.005,0.004,11.07,0.05,1.87,0.75,0.05,0.2,0.08,0.046,0.003,0.01,1353,1,1,1043,2
464,35418.20689,903,140,0.13,0.04,0.55,0.005,0.004,11.07,0.05,1.87,0.75,0.05,0.2,0.08,0.046,0.003,0.01,1353,1,1,1043,2
1083,35235.92855,890,140,0.13,0.04,0.55,0.005,0.004,11.07,0.05,1.87,0.75,0.05,0.2,0.08,0.046,0.003,0.01,1353,1,1,1043,2
250,32059.34159,823,254,0.13,0.04,0.55,0.005,0.004,11.07,0.05,1.87,0.75,0.05,0.2,0.08,0.046,0.003,0.01,1353,1,1,1043,2
86,33602.46923,873,190,0.13,0.04,0.55,0.005,0.004,11.07,0.05,1.87,0.75,0.05,0.2,0.08,0.046,0.003,0.01,1353,1,1,1043,2
238,35935.04774,923,122,0.13,0.04,0.55,0.005,0.004,11.07,0.05,1.87,0.75,0.05,0.2,0.08,0.046,0.003,0.01,1353,1,1,1043,2
3,32330.17894,873,358,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
12,32855.77731,873,327,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
15,32940.37975,873,320,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
67,33507.81539,873,305,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
120,33728.77731,873,300,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
886,34486.76172,873,266,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
5234,35160.19392,873,249,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
1.2,3.38E+04,923,243,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
2.2,34057.52334,923,243,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
7,34521.4927,923,227,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
44,35258.37403,923,207,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
62,35395.84474,923,207,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
446,36186.80328,923,168,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
1713,36726.22525,923,160,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
2551,36885.86096,923,150,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
1.6,35767.89108,973,168,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
2.3,35921.24352,973,168,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
25,36929.47796,973,134,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
34,37059.41132,973,134,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
58,37285.09777,973,131,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
354,38049.46251,973,102,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
402,38103.19428,973,102,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
485,38182.50904,973,102,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
2093,38800.39079,973,87,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
2632,38897.2205,973,87,0.08,0.05,0.5,0.005,0.002,11,0.15,2.6,0.5,0.05,0.2,0.07,0.05,0.005,0.01,1343,1,1,1073,1
55,34926.55865,912,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,1,1,1033,1
107,34881.4604,904,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,1,1,1033,1
1212,35001.94792,883,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,1,1,1033,1
2183,34868.54135,874,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,1,1,1033,1
48,34872.63989,912,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,3,1,1033,3
129,34838.86988,901,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,3,1,1033,3
468,34990.08113,892,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,3,1,1033,3
843,34823.23873,882,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,3,1,1033,3
2676,34865.86367,872,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,3,1,1033,3
109,35197.48085,912,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,2,1,1033,2
196,35041.39983,902,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,2,1,1033,2
568,35065.10055,892,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,2,1,1033,2
1758,35064.96413,881,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,2,1,1033,2
3703,34948.74976,871,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,2,1,1033,2
134,34892.43338,902,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,4,1,1033,4
370,34938.18227,893,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,4,1,1033,4
1070,34914.5753,882,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,4,1,1033,4
3308,34906.08103,871,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1313,4,1,1033,4
87,35146.68526,913,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1373,3,1,1033,3
213,35112.86794,903,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1373,3,1,1033,3
514,35065.6682,893,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1373,3,1,1033,3
1386,35053.39204,883,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1373,3,1,1033,3
3189,34972.34248,873,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1373,3,1,1033,3
108,35232.42007,913,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1423,3,1,1033,3
267,35201.48083,903,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1423,3,1,1033,3
883,35275.52104,893,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1423,3,1,1033,3
1775,35148.25726,883,130,0.105,0.42,0.39,0.009,0.0023,8.33,0.96,0.01,0.13,0.08,0.2,0.07,0.056,0.005,0.01,1423,3,1,1033,3
48,34834.40235,911,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1033,1
96,34723.25493,901,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1033,1
122,34817.03876,901,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1033,1
330,34776.58663,890,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1033,1
1145,34940.52524,882,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1033,1
2580,34891.99609,873,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1033,1
2955,34943.44877,873,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1033,1
84,35094.29059,912,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1053,1
209,35105.43325,903,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1053,1
518,35068.67461,893,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1053,1
2904,35337.04112,883,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1053,1
47,34902.52953,913,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1073,1
95,34796.22557,903,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1073,1
329,34892.63407,893,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1073,1
1538,35093.29755,883,130,0.089,0.28,0.47,0.021,0.006,9.24,0.96,0.01,0.16,0.08,0.21,0.054,0.035,0.005,0.01,1313,1,1,1073,1
60,31549.25544,823,280,0.099,0.385,0.42,0.017,0.0041,8.75,0.96,0.03,0.128,0.4,0.204,0.07,0.058,0.024,0.01,1323,1,1,1003,1
3452,32997.66922,823,220,0.099,0.385,0.42,0.017,0.0041,8.75,0.96,0.03,0.128,0.4,0.204,0.07,0.058,0.024,0.01,1323,1,1,1003,1
35,33261.62349,873,200,0.099,0.385,0.42,0.017,0.0041,8.75,0.96,0.03,0.128,0.4,0.204,0.07,0.058,0.024,0.01,1323,1,1,1003,1
